timestamp,metric,pod,value
2026-02-25T13:13:14+05:30,http_requests_total,cpu-app-bcc7f4b9c-vwcv5,257
2026-02-25T13:13:14+05:30,http_requests_total,cpu-app-bcc7f4b9c-dnbjn,269
2026-02-25T13:13:14+05:30,http_requests_total,cpu-app-bcc7f4b9c-w6wzd,283
2026-02-25T13:13:14+05:30,http_requests_total,cpu-app-bcc7f4b9c-ggj2f,274
2026-02-25T13:13:14+05:30,http_requests_total,cpu-app-bcc7f4b9c-29d4c,0
2026-02-25T13:13:14+05:30,http_requests_total,cpu-app-bcc7f4b9c-k6pr2,0
2026-02-25T13:13:14+05:30,http_requests_total,cpu-app-bcc7f4b9c-qt9jq,0
2026-02-25T13:13:19+05:30,http_requests_total,cpu-app-bcc7f4b9c-vwcv5,257
2026-02-25T13:13:19+05:30,http_requests_total,cpu-app-bcc7f4b9c-dnbjn,269
2026-02-25T13:13:19+05:30,http_requests_total,cpu-app-bcc7f4b9c-w6wzd,283
2026-02-25T13:13:19+05:30,http_requests_total,cpu-app-bcc7f4b9c-ggj2f,274
2026-02-25T13:13:19+05:30,http_requests_total,cpu-app-bcc7f4b9c-29d4c,0
2026-02-25T13:13:19+05:30,http_requests_total,cpu-app-bcc7f4b9c-k6pr2,0
2026-02-25T13:13:19+05:30,http_requests_total,cpu-app-bcc7f4b9c-qt9jq,0
2026-02-25T13:13:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-vwcv5,257
2026-02-25T13:13:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-dnbjn,269
2026-02-25T13:13:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-w6wzd,283
2026-02-25T13:13:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-ggj2f,274
2026-02-25T13:13:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-29d4c,0
2026-02-25T13:13:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-k6pr2,0
2026-02-25T13:13:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-qt9jq,0
2026-02-25T13:13:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-vwcv5,257
2026-02-25T13:13:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-dnbjn,269
2026-02-25T13:13:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-w6wzd,283
2026-02-25T13:13:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-ggj2f,274
2026-02-25T13:13:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-29d4c,0
2026-02-25T13:13:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-k6pr2,0
2026-02-25T13:13:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-qt9jq,0
2026-02-25T13:13:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-7xr2p,155
2026-02-25T13:13:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-vwcv5,257
2026-02-25T13:13:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-dnbjn,269
2026-02-25T13:13:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-w6wzd,283
2026-02-25T13:13:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-ggj2f,274
2026-02-25T13:13:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-29d4c,180
2026-02-25T13:13:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-k6pr2,0
2026-02-25T13:13:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-qt9jq,0
2026-02-25T13:13:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-7xr2p,155
2026-02-25T13:13:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-vwcv5,257
2026-02-25T13:13:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-dnbjn,269
2026-02-25T13:13:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-w6wzd,283
2026-02-25T13:13:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-ggj2f,274
2026-02-25T13:13:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-29d4c,180
2026-02-25T13:13:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-k6pr2,164
2026-02-25T13:13:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-qt9jq,241
2026-02-25T13:13:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-7xr2p,155
2026-02-25T13:13:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-dnbjn,269
2026-02-25T13:13:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-w6wzd,283
2026-02-25T13:13:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-ggj2f,274
2026-02-25T13:13:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-29d4c,180
2026-02-25T13:13:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-k6pr2,164
2026-02-25T13:13:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-qt9jq,241
2026-02-25T13:13:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-7xr2p,155
2026-02-25T13:13:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-dnbjn,269
2026-02-25T13:13:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-w6wzd,283
2026-02-25T13:13:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-ggj2f,274
2026-02-25T13:13:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-29d4c,180
2026-02-25T13:13:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-k6pr2,164
2026-02-25T13:13:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-qt9jq,241
2026-02-25T13:13:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-7xr2p,155
2026-02-25T13:13:55+05:30,http_requests_total,cpu-app-bcc7f4b9c-dnbjn,269
2026-02-25T13:13:55+05:30,http_requests_total,cpu-app-bcc7f4b9c-w6wzd,283
2026-02-25T13:13:55+05:30,http_requests_total,cpu-app-bcc7f4b9c-ggj2f,274
2026-02-25T13:13:55+05:30,http_requests_total,cpu-app-bcc7f4b9c-29d4c,180
2026-02-25T13:13:55+05:30,http_requests_total,cpu-app-bcc7f4b9c-k6pr2,164
2026-02-25T13:13:55+05:30,http_requests_total,cpu-app-bcc7f4b9c-qt9jq,241
2026-02-25T13:13:55+05:30,http_requests_total,cpu-app-bcc7f4b9c-7xr2p,155
2026-02-25T13:14:00+05:30,http_requests_total,cpu-app-bcc7f4b9c-dnbjn,269
2026-02-25T13:14:00+05:30,http_requests_total,cpu-app-bcc7f4b9c-w6wzd,283
2026-02-25T13:14:00+05:30,http_requests_total,cpu-app-bcc7f4b9c-ggj2f,274
2026-02-25T13:14:00+05:30,http_requests_total,cpu-app-bcc7f4b9c-29d4c,180
2026-02-25T13:14:00+05:30,http_requests_total,cpu-app-bcc7f4b9c-k6pr2,164
2026-02-25T13:14:00+05:30,http_requests_total,cpu-app-bcc7f4b9c-qt9jq,241
2026-02-25T13:14:00+05:30,http_requests_total,cpu-app-bcc7f4b9c-7xr2p,155
